ResourceID,Statement of Responsibility,Language,Publisher,Date of Publication,Publication Location Name,Contributor,Subject(s),Bibliographic Item Description text,Bibliographic Source Title,Page(s),Resource ID,Language,External Cross Reference Source,Title Type,External Cross Reference Number,Journal or Serial ,Bibliographic Source Type,External Cross Reference Notes,Copyright Type,Editor,Volume number/part,Copyright Description,File,Author,Period(s),Bibliographic Item Description Type
344e74b8-ce88-42be-9ec5-d5066a6a58b5,,English,,,,,,,,,,English,,,,,,,,,,,,,,
346ac9c3-6e0f-4f7d-8ca0-ae02a6333514,,English,Archaeological Institute of Great Britain and Ireland,1884,,,,,Archaeological Journal 41,,346ac9c3-6e0f-4f7d-8ca0-ae02a6333514,English,Lincoln Heritage Database (Sources),Primary,4206,,Journal,,,,,,,,,
346ac9c3-6e0f-4f7d-8ca0-ae02a6333514,,English,,,,,,,,,,English,,,,,,,,,,,,,,
34bce1bc-d43b-4596-a10c-878391751e81,"Field, N. and George, I.",English,Society for Lincolnshire History and Archaeology,1996,,,,,Lincoln: Lindum Road,,34bce1bc-d43b-4596-a10c-878391751e81,English,Lincoln Heritage Database (Sources),Primary,1370,,Article,,,,,,,,,
34bce1bc-d43b-4596-a10c-878391751e81,,English,,,,,,,,,,English,,,,,,,,,,,,,,
34be86e1-dde5-4775-bd52-cf8a12e54826,,English,,1889,,,,,Lincolnshire Notes and Queries 1,,34be86e1-dde5-4775-bd52-cf8a12e54826,English,Lincoln Heritage Database (Sources),Primary,4391,,Journal,,,,,,,,,
34be86e1-dde5-4775-bd52-cf8a12e54826,,English,,,,,,,,,,English,,,,,,,,,,,,,,
34d004b3-efad-456d-897f-c8b702c31ffc,"Colyer, C.",English,,1976,,,,,"Excavations at St Marks, Lincoln",,34d004b3-efad-456d-897f-c8b702c31ffc,English,Lincoln Heritage Database (Sources),Primary,90,,Article,,,,,,,,,
34d004b3-efad-456d-897f-c8b702c31ffc,,English,,,,,,,,,,English,,,,,,,,,,,,,,
34f4d397-63d2-4688-b0b8-487a616bb3ba,"Jones, Michael J.",English,City of Lincoln Archaeology Unit,1993,,,,,"Lincoln Archaeology 1992-1993, Annual Report of City of Lincoln Archaeology Unit, 5",,34f4d397-63d2-4688-b0b8-487a616bb3ba,English,Lincoln Heritage Database (Sources),Primary,4044,,Serial,,,,,,,,,
34f4d397-63d2-4688-b0b8-487a616bb3ba,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3505af62-4cf1-4870-95c4-27ee85174452,,English,Society of Antiquaries,1959,,,,,Archaeologia 97,,3505af62-4cf1-4870-95c4-27ee85174452,English,Lincoln Heritage Database (Sources),Primary,4289,,Journal,,,,,,,,,
3505af62-4cf1-4870-95c4-27ee85174452,,English,,,,,,,,,,English,,,,,,,,,,,,,,
35100171-93fd-4ed2-8df2-69f0f248b790,"Mayhew, Rev. S. M.",English,,1879,,,,,Recent discoveries at Colonia Lindum,,35100171-93fd-4ed2-8df2-69f0f248b790,English,Lincoln Heritage Database (Sources),Primary,1195,,Article,,,,,,,,,
35100171-93fd-4ed2-8df2-69f0f248b790,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3510114f-dd1d-4172-8deb-e1b849dc3a19,"Vince, Alan",English,City of Lincoln Archaeology Unit,1995,,,,,A Lincolnshire Potter in Cnuts Denmark?,,3510114f-dd1d-4172-8deb-e1b849dc3a19,English,Lincoln Heritage Database (Sources),Primary,831,,Article,,,,,,,,,
3510114f-dd1d-4172-8deb-e1b849dc3a19,,English,,,,,,,,,,English,,,,,,,,,,,,,,
351cfdc1-3cb5-4a76-8afd-06d090e8a832,"Jones, M. J.",English,Society of Antiquaries,1981,,,,,181-2 High Street (Holmes Grainwarehouse),,351cfdc1-3cb5-4a76-8afd-06d090e8a832,English,Lincoln Heritage Database (Sources),Primary,1017,,Article,,,,,,,,,
351cfdc1-3cb5-4a76-8afd-06d090e8a832,,English,,,,,,,,,,English,,,,,,,,,,,,,,
35211c21-bf29-4202-9841-88959e2f9c9d,"Crummy, P. J.",English,Society for the Promotion of Roman Studies,1982,,,,,The origins of some major Romano-British towns,,35211c21-bf29-4202-9841-88959e2f9c9d,English,Lincoln Heritage Database (Sources),Primary,102,,Article,,,,,,,,,
35211c21-bf29-4202-9841-88959e2f9c9d,,English,,,,,,,,,,English,,,,,,,,,,,,,,
352364f4-a285-45b4-a9d3-fa93bd7da1df,"Ward, A.",English,The Survey of Lincoln,2010,,,,,Places of Worship I: Post 1800,,352364f4-a285-45b4-a9d3-fa93bd7da1df,English,Lincoln Heritage Database (Sources),Primary,2608,,Article,,,,,,,,,
352364f4-a285-45b4-a9d3-fa93bd7da1df,,English,,,,,,,,,,English,,,,,,,,,,,,,,
352404e2-51b6-4d16-b45f-74299e2f5596,"Archibald, M.",English,Unpublished,1994,,,,,Coin catalogue,,352404e2-51b6-4d16-b45f-74299e2f5596,English,Lincoln Heritage Database (Sources),Primary,784,,Report,,,,,,,,,
352404e2-51b6-4d16-b45f-74299e2f5596,,English,,,,,,,,,,English,,,,,,,,,,,,,,
35286ff2-7823-4fee-8162-59237902285f,"Jarvis, M.",English,City of Lincoln Archaeology Unit,1996,,,,,"Environmental Improvements, Newport Arch, Lincoln, Lincoln.   Archaeological Watching Brief.",,35286ff2-7823-4fee-8162-59237902285f,English,Lincoln Heritage Database (Sources),Primary,1295,,Watching Brief Report,,,,,,,,,
35286ff2-7823-4fee-8162-59237902285f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
352b88f7-f4d8-4cca-b46c-59f54ddb3e9b,,English,Society for Lincolnshire History and Archaeology,2011,,,,,Original documents 85,,352b88f7-f4d8-4cca-b46c-59f54ddb3e9b,English,Lincoln Heritage Database (Sources),Primary,2861,,Article,,,,,,,,,
352b88f7-f4d8-4cca-b46c-59f54ddb3e9b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3537be01-789c-4e63-a652-dcc8d550c3f2,"Casswell, C.",English,Network Archaeology Ltd,2010,,,,,"Strelizia, Michaelgate, Lincoln. Archaeological Watching Brief",,3537be01-789c-4e63-a652-dcc8d550c3f2,English,Lincoln Heritage Database (Sources),Primary,2526,,Watching Brief Report,,,,,,,,,
3537be01-789c-4e63-a652-dcc8d550c3f2,,English,,,,,,,,,,English,,,,,,,,,,,,,,
35478954-01b7-4810-a970-08ce3d3d2c8f,,English,Society for Lincolnshire History and Archaeology,2006,,,,,Lincoln: land between 53 and 59 Queen Street,,35478954-01b7-4810-a970-08ce3d3d2c8f,English,Lincoln Heritage Database (Sources),Primary,2345,,Article,,,,,,,,,
35478954-01b7-4810-a970-08ce3d3d2c8f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
354c0b17-375b-4f6c-ae28-2c0c6b7aac22,,English,Society for Lincolnshire History and Archaeology,2006,,,,,"Lincoln: land east of Lincoln County Hospital, Greetwell Road",,354c0b17-375b-4f6c-ae28-2c0c6b7aac22,English,Lincoln Heritage Database (Sources),Primary,2334,,Article,,,,,,,,,
354c0b17-375b-4f6c-ae28-2c0c6b7aac22,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3569f16f-9f59-4f11-97b0-77ae44ed506e,"Bedford, William",English,,1839,,,,,"An Account of the Strata of Lincoln, from a recent Survey, commencing North of the Cathedral, and descending to the bed of the River",,3569f16f-9f59-4f11-97b0-77ae44ed506e,English,Lincoln Heritage Database (Sources),Primary,2183,,Article,,,,,,,,,
3569f16f-9f59-4f11-97b0-77ae44ed506e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
356d2416-f9be-44f1-9cdb-5cf064b3e1da,"Cullen, I.",English,,1988,,,,,East Bight. Archive Report,,356d2416-f9be-44f1-9cdb-5cf064b3e1da,English,Lincoln Heritage Database (Sources),Primary,1093,,Interim Report,,,,,,,,,
356d2416-f9be-44f1-9cdb-5cf064b3e1da,,English,,,,,,,,,,English,,,,,,,,,,,,,,
356e7bab-370b-49e9-a6bc-96063ece2780,"Yeates-Langley, A.",English,The Survey of Lincoln,2009,,,,,"The Lincoln House of Industry, 1796-1839",,356e7bab-370b-49e9-a6bc-96063ece2780,English,Lincoln Heritage Database (Sources),Primary,2476,,Article,,,,,,,,,
356e7bab-370b-49e9-a6bc-96063ece2780,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3576b282-06de-4141-9684-8a475f4345a8,"Venables, Rev. E.",English,Associated Architectural Societies,1896,,,,,"Some account of the Roman Colonnade discovered in Bailgate, Lincoln",,3576b282-06de-4141-9684-8a475f4345a8,English,Lincoln Heritage Database (Sources),Primary,2595,,Article,,,,,,,,,
3576b282-06de-4141-9684-8a475f4345a8,,English,,,,,,,,,,English,,,,,,,,,,,,,,
35771e2e-412d-499a-ba8f-6cff866ccfb9,"Camidge, K.",English,Trust for Lincolnshire Archaeology,1987,,,,,Swanpool,,35771e2e-412d-499a-ba8f-6cff866ccfb9,English,Lincoln Heritage Database (Sources),Primary,70,,Article,,,,,,,,,
35771e2e-412d-499a-ba8f-6cff866ccfb9,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3582757d-aa7e-42ad-a376-2cb1b910b79a,Lincoln City Council,English,,1946,,,,,Centenary of the City of Lincoln Water Undertaking. 1846 June 1946,,3582757d-aa7e-42ad-a376-2cb1b910b79a,English,Lincoln Heritage Database (Sources),Primary,1807,,Volume,,,,,,,,,
3582757d-aa7e-42ad-a376-2cb1b910b79a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
358c08fa-f869-493e-84c7-49dcaec6d0ec,"Moffett, L.",English,Unpublished,1994,,,,,The plant remains from the Roman river edge at Brayford Wharf East (bwe82),,358c08fa-f869-493e-84c7-49dcaec6d0ec,English,Lincoln Heritage Database (Sources),Primary,616,,Report,,,,,,,,,
358c08fa-f869-493e-84c7-49dcaec6d0ec,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3591ffbc-7541-4a71-82d6-d3079286a2ca,"Blackburn, M. A. S. and Dolley, M.",English,Lincoln Archaeological Trust,1982,,,,,Two Scandinavian coins found in Lincoln,,3591ffbc-7541-4a71-82d6-d3079286a2ca,English,Lincoln Heritage Database (Sources),Primary,39,,Article,,,,,,,,,
3591ffbc-7541-4a71-82d6-d3079286a2ca,,English,,,,,,,,,,English,,,,,,,,,,,,,,
359dc851-642c-4746-a44c-c1338029c26d,"Foley, K. M., Macalister, Fiona, and Williams, D. F.",English,Council for British Archaeology,1988,,,,,Appendix 3: Fabric analyses,,359dc851-642c-4746-a44c-c1338029c26d,English,Lincoln Heritage Database (Sources),Primary,178,,Series,,,,,,,,,
359dc851-642c-4746-a44c-c1338029c26d,,English,,,,,,,,,,English,,,,,,,,,,,,,,
35ae79ac-7af0-4b16-abdf-3e55b8cb2da9,"Jarvis, M.",English,City of Lincoln Archaeology Unit,2002,,,,,"10 College Close, Lincoln.  Archaeological Watching Brief",,35ae79ac-7af0-4b16-abdf-3e55b8cb2da9,English,Lincoln Heritage Database (Sources),Primary,1683,,Watching Brief Report,,,,,,,,,
35ae79ac-7af0-4b16-abdf-3e55b8cb2da9,,English,,,,,,,,,,English,,,,,,,,,,,,,,
35b47ede-a6da-43c8-aceb-6579086869ba,"Bennet, M.",English,Society for Lincolnshire History and Archaeology,2007,,,,,Society for Lincolnshire History and Archaeology 42,,35b47ede-a6da-43c8-aceb-6579086869ba,English,Lincoln Heritage Database (Sources),Primary,4151,,Journal,,,,,,,,,
35b47ede-a6da-43c8-aceb-6579086869ba,,English,,,,,,,,,,English,,,,,,,,,,,,,,
35c378ab-5baa-47fe-9598-7c7a321fc0b3,"Jarvis, M.",English,City of Lincoln Archaeology Unit,1995,,,,,"Land to the west of Michaelgate, Lincoln.  Planning Application No. LA 13/0729/94. Archaeological Evaluation.",,35c378ab-5baa-47fe-9598-7c7a321fc0b3,English,Lincoln Heritage Database (Sources),Primary,1267,,Evaluation Report,,,,,,,,,
35c378ab-5baa-47fe-9598-7c7a321fc0b3,,English,,,,,,,,,,English,,,,,,,,,,,,,,
35d3ca13-4443-406d-a17d-34fc1cdc9a36,"Vince, Alan",English,City of Lincoln Archaeology Unit,1993,,,,,Pre-Viking Lindsey,,35d3ca13-4443-406d-a17d-34fc1cdc9a36,English,Lincoln Heritage Database (Sources),Primary,4160,,Volume,,,,,,,,,
35d3ca13-4443-406d-a17d-34fc1cdc9a36,,English,,,,,,,,,,English,,,,,,,,,,,,,,
35d923e7-53ad-47ac-a7ab-f28111cfbf5c,"Lloyd, C. M.",English,Society for Lincolnshire History and Archaeology,1968,,,,,Society for Lincolnshire History and Archaeology 3,,35d923e7-53ad-47ac-a7ab-f28111cfbf5c,English,Lincoln Heritage Database (Sources),Primary,4148,,Journal,,,,,,,,,
35d923e7-53ad-47ac-a7ab-f28111cfbf5c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3618b4dd-44ae-4a10-824a-58196cdb16e8,"Jarvis, M.",English,City of Lincoln Archaeology Unit,1996,,,,,"Friars Lane, Lincoln.   Archaeological Recording.",,3618b4dd-44ae-4a10-824a-58196cdb16e8,English,Lincoln Heritage Database (Sources),Primary,1303,,Watching Brief Report,,,,,,,,,
3618b4dd-44ae-4a10-824a-58196cdb16e8,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3648559c-7d5a-4dec-b5ec-5daf727ec4b2,"Myres, J. N. L.",English,Archaeological Institute of Great Britain and Ireland,1953,,,,,The Anglo-Saxon Pottery of Lincolnshire,,3648559c-7d5a-4dec-b5ec-5daf727ec4b2,English,Lincoln Heritage Database (Sources),Primary,2241,,Article,,,,,,,,,
3648559c-7d5a-4dec-b5ec-5daf727ec4b2,,English,,,,,,,,,,English,,,,,,,,,,,,,,
364df9b9-afc7-4b3f-89a4-a2b774151e3b,"Davies, B.",English,City of Lincoln Archaeology Unit,1994,,,,,Vicars Court 1993 (vc93). A Report on the Pottery.,,364df9b9-afc7-4b3f-89a4-a2b774151e3b,English,Lincoln Heritage Database (Sources),Primary,1252,,Report,,,,,,,,,
364df9b9-afc7-4b3f-89a4-a2b774151e3b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3689c324-40d8-4cac-a345-80c59226b22f,,English,Associated Architectural Societies,1890,,,,,"Associated Architectural Societies, Reports and papers 20",,3689c324-40d8-4cac-a345-80c59226b22f,English,Lincoln Heritage Database (Sources),Primary,4374,,Journal,,,,,,,,,
3689c324-40d8-4cac-a345-80c59226b22f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3691b41e-8329-498e-95b3-c1903c81154c,"Trimble, R.",English,City of Lincoln Archaeology Unit,2001,,,,,"Temple Gardens, Lindum Road, Lincoln. Archaeological Desk-based Assessment",,3691b41e-8329-498e-95b3-c1903c81154c,English,Lincoln Heritage Database (Sources),Primary,1862,,Deskbased Survey Report,,,,,,,,,
3691b41e-8329-498e-95b3-c1903c81154c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
369cab6c-be21-4686-8d5d-f0f52dd52140,"Major, K.",English,Archaeological Institute of Great Britain and Ireland,1975,,,,,Medieval domestic buildings: the documentary evidence,,369cab6c-be21-4686-8d5d-f0f52dd52140,English,Lincoln Heritage Database (Sources),Primary,2247,,Article,,,,,,,,,
369cab6c-be21-4686-8d5d-f0f52dd52140,,English,,,,,,,,,,English,,,,,,,,,,,,,,
36a2807f-080c-406a-9717-d58bb4a6bdd8,"Cowgill, J.",English,City of Lincoln Archaeology Unit,1995,,,,,Lincoln Cathedral 1992. Electricity Cable Installation . Finds Assessment Report,,36a2807f-080c-406a-9717-d58bb4a6bdd8,English,Lincoln Heritage Database (Sources),Primary,1251,,Report,,,,,,,,,
36a2807f-080c-406a-9717-d58bb4a6bdd8,,English,,,,,,,,,,English,,,,,,,,,,,,,,
36ab732b-a60b-42ba-8053-3caf9ea5e796,"Whitwell, J. B.",English,Council for British Archaeology,1980,,,,,"East Bight, excavations 1964-66",,36ab732b-a60b-42ba-8053-3caf9ea5e796,English,Lincoln Heritage Database (Sources),Primary,532,,Monograph,,,,,,,,,
36ab732b-a60b-42ba-8053-3caf9ea5e796,,English,,,,,,,,,,English,,,,,,,,,,,,,,
36acd48e-6b36-434d-999a-c0cf963216cf,"Vince, Alan",English,City of Lincoln Archaeology Unit,1989,,,,,The lower walled city in detail (d) Hungate 1983-6,,36acd48e-6b36-434d-999a-c0cf963216cf,English,Lincoln Heritage Database (Sources),Primary,488,,Article,,,,,,,,,
36acd48e-6b36-434d-999a-c0cf963216cf,,English,,,,,,,,,,English,,,,,,,,,,,,,,
36b012b7-363e-4ab8-aa86-ed530c8be9d6,"Jones, M. J.",English,Council for British Archaeology,1980,,,,,"The Defences of the Upper Roman Enclosure, The Archaeology of Lincoln, 7-1",,36b012b7-363e-4ab8-aa86-ed530c8be9d6,English,Lincoln Heritage Database (Sources),Primary,4073,,Series,,,,,,,,,
36b012b7-363e-4ab8-aa86-ed530c8be9d6,,English,,,,,,,,,,English,,,,,,,,,,,,,,
36b31a97-0ef2-40d0-ac4c-94598675ddf6,"Trimble, R.",English,City of Lincoln Archaeology Unit,2000,,,,,"The New Veterinary Hospital, Newport, Lincoln",,36b31a97-0ef2-40d0-ac4c-94598675ddf6,English,Lincoln Heritage Database (Sources),Primary,1524,,Report,,,,,,,,,
36b31a97-0ef2-40d0-ac4c-94598675ddf6,,English,,,,,,,,,,English,,,,,,,,,,,,,,
36c1a6e4-acb1-4864-8e77-8ecddda90dd0,"North, T.",English,Archaeological Institute of Great Britain and Ireland,1880,,,,,The church bells of Lincolnshire,,36c1a6e4-acb1-4864-8e77-8ecddda90dd0,English,Lincoln Heritage Database (Sources),Primary,2212,,Article,,,,,,,,,
36c1a6e4-acb1-4864-8e77-8ecddda90dd0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
36dc7e46-5948-4c71-b412-1be4c60c0f86,"Adams, Lauren T",English,Lincoln Archaeological Trust,1975,,,,,Post-Roman Pottery,,36dc7e46-5948-4c71-b412-1be4c60c0f86,English,Lincoln Heritage Database (Sources),Primary,17,,Article,,,,,,,,,
36dc7e46-5948-4c71-b412-1be4c60c0f86,,English,,,,,,,,,,English,,,,,,,,,,,,,,
36f71536-1c51-4f80-bd16-dbb7daf5bdbc,"Jones, M. J.",English,Trust for Lincolnshire Archaeology,1985,,,,,"Trial excavations. Chapel Lane (Corporation Depot), Lincoln. St Marks Station",,36f71536-1c51-4f80-bd16-dbb7daf5bdbc,English,Lincoln Heritage Database (Sources),Primary,289,,Article,,,,,,,,,
36f71536-1c51-4f80-bd16-dbb7daf5bdbc,,English,,,,,,,,,,English,,,,,,,,,,,,,,
37033921-f005-4c2f-a74e-4e4a904520c3,"Bruce-Mitford, R. L. S.",English,,1976,,,,,The Chapter House vestibule graves at Lincoln and the body of St Hugh of Avalon,,37033921-f005-4c2f-a74e-4e4a904520c3,English,Lincoln Heritage Database (Sources),Primary,55,,Article,,,,,,,,,
37033921-f005-4c2f-a74e-4e4a904520c3,,English,,,,,,,,,,English,,,,,,,,,,,,,,
372678de-fd30-4695-86c3-862aa78ece18,"Vince, Alan",English,City of Lincoln Archaeology Unit,1993,,,,,Lincoln Bishops Old Palace. Finds Assessment Report.,,372678de-fd30-4695-86c3-862aa78ece18,English,Lincoln Heritage Database (Sources),Primary,1354,,Report,,,,,,,,,
372678de-fd30-4695-86c3-862aa78ece18,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3729d567-8950-48a0-a5cd-b2dd0246dfa3,"Stocker, D. A.",English,,1987,,,,,The mystery of the shrine of St Hugh the bishop,,3729d567-8950-48a0-a5cd-b2dd0246dfa3,English,Lincoln Heritage Database (Sources),Primary,454,,Article,,,,,,,,,
3729d567-8950-48a0-a5cd-b2dd0246dfa3,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3733b09f-f576-4da9-99ae-015222e25798,"Mould, Q.",English,Unpublished,1993,,,,,Lincoln Wigford sites. Leather report,,3733b09f-f576-4da9-99ae-015222e25798,English,Lincoln Heritage Database (Sources),Primary,622,,Report,,,,,,,,,
3733b09f-f576-4da9-99ae-015222e25798,,English,,,,,,,,,,English,,,,,,,,,,,,,,
374e5e5f-fde8-4bd5-974d-88a0c50695b2,"Stocker, D. A.",English,Trust for Lincolnshire Archaeology,1985,,,,,The Shrine of Bishop Grossesteste,,374e5e5f-fde8-4bd5-974d-88a0c50695b2,English,Lincoln Heritage Database (Sources),Primary,445,,Article,,,,,,,,,
374e5e5f-fde8-4bd5-974d-88a0c50695b2,,English,,,,,,,,,,English,,,,,,,,,,,,,,
37703a73-8bbd-40ab-b67c-24e00498d95a,"Donel, L. G",English,City of Lincoln Archaeology Unit,1996,,,,,"The Priory, 2 Minster Yard, Lincoln.  Archaeological Watching Brief.",,37703a73-8bbd-40ab-b67c-24e00498d95a,English,Lincoln Heritage Database (Sources),Primary,1302,,Watching Brief Report,,,,,,,,,
37703a73-8bbd-40ab-b67c-24e00498d95a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
377fb04e-de2a-44b4-8f0b-b678a14b45aa,UL Architects,English,,2003,,,,,"The Engine Shed, East Holmes 5009. Student Union Facility",,377fb04e-de2a-44b4-8f0b-b678a14b45aa,English,Lincoln Heritage Database (Sources),Primary,2637,,Report,,,,,,,,,
377fb04e-de2a-44b4-8f0b-b678a14b45aa,,English,,,,,,,,,,English,,,,,,,,,,,,,,
37b69831-9dbb-4969-a9a5-7e58dd8f7c9b,"Young, J., Camidge, K. and  Adams, L.",English,Lincoln Archaeological Trust,1980,,,,,A late Lincoln Ware jug from West Bight,,37b69831-9dbb-4969-a9a5-7e58dd8f7c9b,English,Lincoln Heritage Database (Sources),Primary,557,,Article,,,,,,,,,
37b69831-9dbb-4969-a9a5-7e58dd8f7c9b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
37e20e02-d1f3-4ced-9cd9-560d4ffc7a0b,"Pullen, R.",English,Lindsey Archaeological Services,2003,,,,,"Wigford House, Brayford Wharf, Lincoln. Archaeological Evaluation",,37e20e02-d1f3-4ced-9cd9-560d4ffc7a0b,English,Lincoln Heritage Database (Sources),Primary,1779,,Evaluation Report,,,,,,,,,
37e20e02-d1f3-4ced-9cd9-560d4ffc7a0b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
37e6352d-d42b-4163-9ad8-7711935bdf5c,"Mouraille, R. and Trimble, D.",English,Archaeological Project Services,1998,,,,,"Structural Survey of Cathedral Close Wall, Pottergate, Lincoln",,37e6352d-d42b-4163-9ad8-7711935bdf5c,English,Lincoln Heritage Database (Sources),Primary,1421,,Building Recording Report,,,,,,,,,
37e6352d-d42b-4163-9ad8-7711935bdf5c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
37e769fd-67b8-4d8c-9384-6db508134391,"Beck, S. W.",English,,1886,,,,,The Drapers Dictionary,,37e769fd-67b8-4d8c-9384-6db508134391,English,Lincoln Heritage Database (Sources),Primary,856,,Volume,,,,,,,,,
37e769fd-67b8-4d8c-9384-6db508134391,,English,,,,,,,,,,English,,,,,,,,,,,,,,
383b965f-a986-4067-9636-cd72deb7af45,,English,J. W. Ruddock,1905,,,,,City of Lincoln Directory,,383b965f-a986-4067-9636-cd72deb7af45,English,Lincoln Heritage Database (Sources),Primary,1997,,Volume,,,,,,,,,
383b965f-a986-4067-9636-cd72deb7af45,,English,,,,,,,,,,English,,,,,,,,,,,,,,
385e8928-d713-437f-b41c-e088d3e7b470,"Darling, Margaret J.",English,Council for British Archaeology,1980,,,,,Summary of pottery dating evidence,,385e8928-d713-437f-b41c-e088d3e7b470,English,Lincoln Heritage Database (Sources),Primary,112,,Monograph,,,,,,,,,
385e8928-d713-437f-b41c-e088d3e7b470,,English,,,,,,,,,,English,,,,,,,,,,,,,,
38a3db15-d2c7-4c9a-a385-4aeae977eac6,,English,,,,,,,"A Brief History of Chad Varah House: County Hospital, Theological College and University.",,38a3db15-d2c7-4c9a-a385-4aeae977eac6,English,Lincoln Heritage Database (Sources),Primary,2838,,Volume,,,,,,,,,
38a3db15-d2c7-4c9a-a385-4aeae977eac6,,English,,,,,,,,,,English,,,,,,,,,,,,,,
38b02b1c-2ba9-4d42-a471-f1ce0376c934,"Squires, S.",English,Society for Lincolnshire History and Archaeology,2010,,,,,The Greetwell Ironstone Mines,,38b02b1c-2ba9-4d42-a471-f1ce0376c934,English,Lincoln Heritage Database (Sources),Primary,2800,,Article,,,,,,,,,
38b02b1c-2ba9-4d42-a471-f1ce0376c934,,English,,,,,,,,,,English,,,,,,,,,,,,,,
38c2bddd-d2e5-48d0-a896-7cbd6da0c00c,"Hill, J. W. F.",English,Cambridge University Press,1966,,,,,Georgian Lincoln,,38c2bddd-d2e5-48d0-a896-7cbd6da0c00c,English,Lincoln Heritage Database (Sources),Primary,230,,Volume,,,,,,,,,
38c2bddd-d2e5-48d0-a896-7cbd6da0c00c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
38d6edd2-385f-48d4-b90f-541fb4e12012,"Sympson, T.",English,Royal Society,,,,,,"Extracts of letters from Mr T Sympson, T.o Brown Willis...concerning the remains of a Roman Hypocaustum or Sweating-Room, discovered underground at Lincoln, Anno 1739",,38d6edd2-385f-48d4-b90f-541fb4e12012,English,Lincoln Heritage Database (Sources),Primary,2039,,Article,,,,,,,,,
38d6edd2-385f-48d4-b90f-541fb4e12012,,English,,,,,,,,,,English,,,,,,,,,,,,,,
38e76c21-4660-4f71-823d-8d9871ebbab6,,English,Society for Lincolnshire History and Archaeology,1998,,,,,"Lincoln: The Coach House, Deloraine Court, James Street",,38e76c21-4660-4f71-823d-8d9871ebbab6,English,Lincoln Heritage Database (Sources),Primary,1619,,Article,,,,,,,,,
38e76c21-4660-4f71-823d-8d9871ebbab6,,English,,,,,,,,,,English,,,,,,,,,,,,,,
38f0b62b-7ad2-405d-a62e-4fc23dbe7dd7,"Field, N. and George, I.",English,Society for Lincolnshire History and Archaeology,1996,,,,,Lincoln: Great Northern Terrace,,38f0b62b-7ad2-405d-a62e-4fc23dbe7dd7,English,Lincoln Heritage Database (Sources),Primary,1367,,Article,,,,,,,,,
38f0b62b-7ad2-405d-a62e-4fc23dbe7dd7,,English,,,,,,,,,,English,,,,,,,,,,,,,,
39043bd4-4b2c-4b2d-bee7-2d1da165be52,"Bennet, M.",English,Society for Lincolnshire History and Archaeology,2010,,,,,Lincoln: Otters Cottages,,39043bd4-4b2c-4b2d-bee7-2d1da165be52,English,Lincoln Heritage Database (Sources),Primary,2813,,Article,,,,,,,,,
39043bd4-4b2c-4b2d-bee7-2d1da165be52,,English,,,,,,,,,,English,,,,,,,,,,,,,,
390f6b94-4062-4967-82a0-470911b4af71,,English,,1973,,,,,Lincolnshire Life,,390f6b94-4062-4967-82a0-470911b4af71,English,Lincoln Heritage Database (Sources),Primary,4342,,Journal,,,,,,,,,
390f6b94-4062-4967-82a0-470911b4af71,,English,,,,,,,,,,English,,,,,,,,,,,,,,
391c431a-bfa6-4d9a-b0f0-2f060092cdb0,"Jarvis, M.",English,Mike Jarvis Archaeological Services,2008,,,,,"29 Steep Hill, Lincoln.  Archaeological Watching Brief",,391c431a-bfa6-4d9a-b0f0-2f060092cdb0,English,Lincoln Heritage Database (Sources),Primary,2296,,Watching Brief Report,,,,,,,,,
391c431a-bfa6-4d9a-b0f0-2f060092cdb0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
39623273-ccd9-4ef9-9f97-6be8df6f1432,"Williams, S.",English,PCAS Archaeology,2006,,,,,"93 Nettleham Road, Lincoln. Archaeological Investigation Report",,39623273-ccd9-4ef9-9f97-6be8df6f1432,English,Lincoln Heritage Database (Sources),Primary,3019,,Watching Brief Report,,,,,,,,,
39623273-ccd9-4ef9-9f97-6be8df6f1432,,English,,,,,,,,,,English,,,,,,,,,,,,,,
