,ResourceID,Statement of Responsibility,Language,Publisher,Date of Publication,Publication Location Name,Contributor,Subject(s),Bibliographic Item Description text,Bibliographic Source Title,Page(s),Resource ID,Language.1,External Cross Reference Source,Title Type,External Cross Reference Number,Journal or Serial ,Bibliographic Source Type,External Cross Reference Notes,Copyright Type,Editor,Volume number/part,Copyright Description,File,Author,Period(s),Bibliographic Item Description Type
1796,459a99a4-9b1b-4536-b0c5-4e7577a5cda0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1797,45a3842e-de08-4fd0-9046-12537aca9e72,"Banks, Long and Company",English,"Banks, Long & Co.",2001.0,,,,,"Report in connection with a Listed Building Consent application to demolish St Matthews Church, Boultham Park Road, Lincoln",,45a3842e-de08-4fd0-9046-12537aca9e72,English,Lincoln Heritage Database (Sources),Primary,1912,,Heritage Statement,,,,,,,,,
1798,45a3842e-de08-4fd0-9046-12537aca9e72,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1799,45b7b4cc-4ad0-4b50-a745-9b7facb21131,"Donel, L.",English,City of Lincoln Archaeology Unit,1995.0,,,,,High Bridge. An Assessment of the Monument Prior to Site Investigation and Proposed Subsequent Conservation,,45b7b4cc-4ad0-4b50-a745-9b7facb21131,English,Lincoln Heritage Database (Sources),Primary,1010,,Building Recording Report,,,,,,,,,
1800,45b7b4cc-4ad0-4b50-a745-9b7facb21131,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1801,45faf60e-7fb8-455c-a1ee-a3c06adf944d,"Baker, F. T.",English,,1936.0,,,,,Roman pottery kiln at Lincoln,,45faf60e-7fb8-455c-a1ee-a3c06adf944d,English,Lincoln Heritage Database (Sources),Primary,30,,Article,,,,,,,,,
1802,45faf60e-7fb8-455c-a1ee-a3c06adf944d,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1803,4648a092-fd04-4e5e-b523-da5721754ce4,"Brett, A.",English,PCAS Archaeology,2003.0,,,,,"Queen Street, Lincoln: Archaeological Watching Brief Report.",,4648a092-fd04-4e5e-b523-da5721754ce4,English,Lincoln Heritage Database (Sources),Primary,1773,,Watching Brief Report,,,,,,,,,
1804,4648a092-fd04-4e5e-b523-da5721754ce4,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1805,464ff20a-70fa-4f92-ba63-859582665d9c,"Poole, C.",English,Council for British Archaeology,1984.0,,,,,Objects of baked clay,,464ff20a-70fa-4f92-ba63-859582665d9c,English,Lincoln Heritage Database (Sources),Primary,681,,Monograph,,,,,,,,,
1806,464ff20a-70fa-4f92-ba63-859582665d9c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1807,465057d4-6f06-49c9-98c7-67103ac3f30c,"Nattes, J. C.",English,,1745.0,,,,,View of Roman South Gate,,465057d4-6f06-49c9-98c7-67103ac3f30c,English,Lincoln Heritage Database (Sources),Primary,5,,Volume,,,,,,,,,
1808,465057d4-6f06-49c9-98c7-67103ac3f30c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1809,4659463b-2cac-44cd-be2d-0f77024d5a2e,"Jones, M. J.",English,Lincoln Archaeological Trust,1981.0,,,,,Archaeology in Lincoln: towards a framework for the future,,4659463b-2cac-44cd-be2d-0f77024d5a2e,English,Lincoln Heritage Database (Sources),Primary,280,,Article,,,,,,,,,
1810,4659463b-2cac-44cd-be2d-0f77024d5a2e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1811,46632748-e2d5-46db-b052-ae1c16467015,"Squires, S. and Wilson, C.",English,Society for Lincolnshire History and Archaeology,2011.0,,,,,Growing Better: Lincolnshire and the Potato,,46632748-e2d5-46db-b052-ae1c16467015,English,Lincoln Heritage Database (Sources),Primary,4132,,Volume,,,,,,,,,
1812,46632748-e2d5-46db-b052-ae1c16467015,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1813,46634b2b-57f2-459b-98af-df159f40eec5,"Trollope, A.",English,Archaeological Institute of Great Britain and Ireland,1859.0,,,,,"Bronze fibula, Greetwell",,46634b2b-57f2-459b-98af-df159f40eec5,English,Lincoln Heritage Database (Sources),Primary,2845,,Article,,,,,,,,,
1814,46634b2b-57f2-459b-98af-df159f40eec5,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1815,466463b7-b088-4e4a-be0c-a84d3e53ea6f,"Coppack, G.",English,,1987.0,,,,,Saxon and medieval pottery,,466463b7-b088-4e4a-be0c-a84d3e53ea6f,English,Lincoln Heritage Database (Sources),Primary,900,,Volume,,,,,,,,,
1816,466463b7-b088-4e4a-be0c-a84d3e53ea6f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1817,466d8cc2-e03b-421a-9c05-e59d1510acec,"O'Neill, W.",English,Associated Architectural Societies,1892.0,,,,,Account of Roman Remains in Lincoln,,466d8cc2-e03b-421a-9c05-e59d1510acec,English,Lincoln Heritage Database (Sources),Primary,2293,,Article,,,,,,,,,
1818,466d8cc2-e03b-421a-9c05-e59d1510acec,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1819,468d8125-d3b8-4164-a0de-ad3a84ce4901,,English,East Riding Archaeological Society,1987.0,,,,,Excavations in High Street and Blackfriargate,,468d8125-d3b8-4164-a0de-ad3a84ce4901,English,Lincoln Heritage Database (Sources),Primary,919,,Series,,,,,,,,,
1820,468d8125-d3b8-4164-a0de-ad3a84ce4901,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1821,46a92c50-71c4-4df0-94fd-c302856b68c1,"Jones, M. J.",English,The Survey of Lincoln,2010.0,,,,,Archaeology and Prehistory in the neighbourhood,,46a92c50-71c4-4df0-94fd-c302856b68c1,English,Lincoln Heritage Database (Sources),Primary,2604,,Article,,,,,,,,,
1822,46a92c50-71c4-4df0-94fd-c302856b68c1,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1823,46b40eea-d2cd-4560-8ed3-65806208588b,"Brooks, I .P. and Laws, K.",English,Engineering Archaeological Services Ltd,2004.0,,,,,"Monks Abbey, Lincoln. Geophysical Survey",,46b40eea-d2cd-4560-8ed3-65806208588b,English,Lincoln Heritage Database (Sources),Primary,1835,,Geophysical Survey Report,,,,,,,,,
1824,46b40eea-d2cd-4560-8ed3-65806208588b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1825,46dca9c1-4375-435e-88c1-83d2089e08a4,"Healey, H. & Beevers, R.",English,Society for Lincolnshire History and Archaeology,2005.0,,,,,Lincolnshire Past and Present 59,,46dca9c1-4375-435e-88c1-83d2089e08a4,English,Lincoln Heritage Database (Sources),Primary,4237,,Journal,,,,,,,,,
1826,46dca9c1-4375-435e-88c1-83d2089e08a4,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1827,47121d78-0697-4546-a0e2-07cc5823d3c6,"Hodson, M.",English,The Survey of Lincoln,2006.0,,,,,Origins of street names,,47121d78-0697-4546-a0e2-07cc5823d3c6,English,Lincoln Heritage Database (Sources),Primary,2453,,Article,,,,,,,,,
1828,47121d78-0697-4546-a0e2-07cc5823d3c6,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1829,47284d1e-6720-4c2f-9f83-37dbf8c572aa,John Samuels Archaeological Consultants,English,John Samuels Archaeological Consultants,1998.0,,,,,"An Archaeological Mitigation Strategy and Specification for the re-development of the former Kwik Save Supermarket Site (rear area) at 158 High Street, Lincoln",,47284d1e-6720-4c2f-9f83-37dbf8c572aa,English,Lincoln Heritage Database (Sources),Primary,1447,,Project Specification,,,,,,,,,
1830,47284d1e-6720-4c2f-9f83-37dbf8c572aa,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1831,4745fbf9-62ee-4f04-8831-bb40d0a34acf,"Stocker, D.",English,The Survey of Lincoln,2009.0,,,,,The medieval suburbs of Newport and Westcastle,,4745fbf9-62ee-4f04-8831-bb40d0a34acf,English,Lincoln Heritage Database (Sources),Primary,2472,,Article,,,,,,,,,
1832,4745fbf9-62ee-4f04-8831-bb40d0a34acf,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1833,475046d4-34f6-4153-b723-30ccd09daa67,"Wragg, K.",English,City of Lincoln Archaeology Unit,1994.0,,,,,"Scarborough Building Society, 5 Cornhill, Lincoln. Archive Report",,475046d4-34f6-4153-b723-30ccd09daa67,English,Lincoln Heritage Database (Sources),Primary,1085,,Interim Report,,,,,,,,,
1834,475046d4-34f6-4153-b723-30ccd09daa67,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1835,477bc07f-9fe5-4c3f-b06c-ffbe6472e6e3,"Mann, J. E.",English,,1974.0,,,,,Kiln site found at Lincoln,,477bc07f-9fe5-4c3f-b06c-ffbe6472e6e3,English,Lincoln Heritage Database (Sources),Primary,352,,Article,,,,,,,,,
1836,477bc07f-9fe5-4c3f-b06c-ffbe6472e6e3,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1837,47909d78-e93d-4430-95d3-1dfb4519d1f3,"Birch, N. et al",English,Lincolnshire Local History Society,1968.0,,,,,The Waterways & Railways of Lincoln and the lower Witham,,47909d78-e93d-4430-95d3-1dfb4519d1f3,English,Lincoln Heritage Database (Sources),Primary,2952,,Volume,,,,,,,,,
1838,47909d78-e93d-4430-95d3-1dfb4519d1f3,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1839,47aa4c17-f057-4fc7-96fd-e1af6eacf891,,English,Society for Lincolnshire History and Archaeology,2000.0,,,,,Lincolnshire Past and Present 41,,47aa4c17-f057-4fc7-96fd-e1af6eacf891,English,Lincoln Heritage Database (Sources),Primary,4233,,Journal,,,,,,,,,
1840,47aa4c17-f057-4fc7-96fd-e1af6eacf891,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1841,47c22f04-3ceb-48fa-a01a-8eb127d7ea60,"Jones, R. H.",English,Lincoln Archaeological Trust,1979.0,,,,,The Continuity of Medieval Property Boundaries in Lincoln,,47c22f04-3ceb-48fa-a01a-8eb127d7ea60,English,Lincoln Heritage Database (Sources),Primary,312,,Article,,,,,,,,,
1842,47c22f04-3ceb-48fa-a01a-8eb127d7ea60,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1843,47c5ff09-374c-4b49-b52c-ef8822e2e40b,"Donel, K. and Jones, M. J.",English,Society for Lincolnshire History and Archaeology,2004.0,,,,,Archaeology at Lincoln Castle: Before and After 1068,,47c5ff09-374c-4b49-b52c-ef8822e2e40b,English,Lincoln Heritage Database (Sources),Primary,2030,,Article,,,,,,,,,
1844,47c5ff09-374c-4b49-b52c-ef8822e2e40b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1845,47e2cb98-2c5a-4058-9a4f-4d9836933c0a,"Wickenden, J. F.",English,Archaeological Institute of Great Britain and Ireland,1881.0,,,,,The choir stalls of Lincoln Cathedral,,47e2cb98-2c5a-4058-9a4f-4d9836933c0a,English,Lincoln Heritage Database (Sources),Primary,2214,,Article,,,,,,,,,
1846,47e2cb98-2c5a-4058-9a4f-4d9836933c0a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1847,480af6be-713d-4c6b-8ce0-d3c6a797d1a1,"Dolley, M.",English,,1978.0,,,,,A Lincolnshire provenance for an 'Aelfred' penny in the British Museum,,480af6be-713d-4c6b-8ce0-d3c6a797d1a1,English,Lincoln Heritage Database (Sources),Primary,123,,Article,,,,,,,,,
1848,480af6be-713d-4c6b-8ce0-d3c6a797d1a1,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1849,480c2dcb-153b-4f16-963c-3ac22eb97dc1,"Wragg, K.",English,City of Lincoln Archaeology Unit,1994.0,,,,,"Site of the Former St Marks Railway Station, High Street, Lincoln",,480c2dcb-153b-4f16-963c-3ac22eb97dc1,English,Lincoln Heritage Database (Sources),Primary,667,,Report,,,,,,,,,
1850,480c2dcb-153b-4f16-963c-3ac22eb97dc1,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1851,482b7806-9f49-4626-84b5-a43b51030483,"McDaid, M.",English,Lindsey Archaeological Services,2004.0,,,,,"21 Wragby Road, Lincoln. Archaeological Evaluation",,482b7806-9f49-4626-84b5-a43b51030483,English,Lincoln Heritage Database (Sources),Primary,1841,,Evaluation Report,,,,,,,,,
1852,482b7806-9f49-4626-84b5-a43b51030483,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1853,482bff26-09f7-4427-b1d4-391c5705026e,"Bolton, E. G.",English,Society for Medieval Archaeology,1960.0,,,,,"Excavation of a House and Malt kiln at Barrow, Rutland",,482bff26-09f7-4427-b1d4-391c5705026e,English,Lincoln Heritage Database (Sources),Primary,835,,Article,,,,,,,,,
1854,482bff26-09f7-4427-b1d4-391c5705026e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1855,4854f588-e1f5-4049-992f-a033a1d853c9,"Oakley, E. & Trott, K.",English,Allen Archaeological Associates,2012.0,,,,,"Archaeological Scheme of Works Report: Lincoln College, Lincoln, Lincolnshire. Vol 2: Appendices",,4854f588-e1f5-4049-992f-a033a1d853c9,English,Lincoln Heritage Database (Sources),Primary,2852,,Excavation Report,,,,,,,,,
1856,4854f588-e1f5-4049-992f-a033a1d853c9,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1857,486ea10e-bb04-4ca3-848c-fef1eb3c04cf,"Donel, L.",English,City of Lincoln Archaeology Unit,1993.0,,,,,Cecil Street (Mary Sookias House),,486ea10e-bb04-4ca3-848c-fef1eb3c04cf,English,Lincoln Heritage Database (Sources),Primary,143,,Report,,,,,,,,,
1858,486ea10e-bb04-4ca3-848c-fef1eb3c04cf,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1859,4874afdd-fe73-412d-87b5-6f51d0187c52,"Philpott, R. A.",English,British Archaeological Reports,1991.0,,,,,"Burial practices in Roman Britain: a survey of grave treatment and furnishing, AD 43-410",,4874afdd-fe73-412d-87b5-6f51d0187c52,English,Lincoln Heritage Database (Sources),Primary,706,,Monograph,,,,,,,,,
1860,4874afdd-fe73-412d-87b5-6f51d0187c52,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1861,487d8067-69fd-45c5-83d6-cfef3b76c11c,"Phillips, C. W.",English,Archaeological Institute of Great Britain and Ireland,1933.0,,,,,The Present State of Archaeology in Lincolnshire 1,,487d8067-69fd-45c5-83d6-cfef3b76c11c,English,Lincoln Heritage Database (Sources),Primary,2229,,Article,,,,,,,,,
1862,487d8067-69fd-45c5-83d6-cfef3b76c11c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1863,4889b76b-602e-44ee-93b6-14acf302f2d5,"Lucas, M.",English,Lincoln Civic Trust,1999.0,,,,,Licorice Park - a bit of history,,4889b76b-602e-44ee-93b6-14acf302f2d5,English,Lincoln Heritage Database (Sources),Primary,2423,,Article,,,,,,,,,
1864,4889b76b-602e-44ee-93b6-14acf302f2d5,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1865,48dcb6a7-1abf-431d-8676-fb2caba51548,John Samuels Archaeological Consultants,English,John Samuels Archaeological Consultants,2003.0,,,,,"An Assessment of Greens Building, Brayford Wharf North, Lincoln",,48dcb6a7-1abf-431d-8676-fb2caba51548,English,Lincoln Heritage Database (Sources),Primary,1775,,Building Recording Report,,,,,,,,,
1866,48dcb6a7-1abf-431d-8676-fb2caba51548,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1867,48f1b614-a277-4990-a647-231e2f2da01a,,English,Society of Antiquaries,1982.0,,,,,Antiquaries Journal 62,,48f1b614-a277-4990-a647-231e2f2da01a,English,Lincoln Heritage Database (Sources),Primary,4262,,Journal,,,,,,,,,
1868,48f1b614-a277-4990-a647-231e2f2da01a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1869,49a8d90e-03cb-4695-86ce-096a2b96253c,"White, A. J.",English,,1978.0,,,,,Bishop Grosseteste College,,49a8d90e-03cb-4695-86ce-096a2b96253c,English,Lincoln Heritage Database (Sources),Primary,1065,,Article,,,,,,,,,
1870,49a8d90e-03cb-4695-86ce-096a2b96253c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1871,49bf72d7-429d-4268-b488-834673a26df6,"Wood, M.",English,Archaeological Project Services,2006.0,,,,,"Archaeological Watching Brief at 369 Burton Road, Lincoln, Lincolnshire",,49bf72d7-429d-4268-b488-834673a26df6,English,Lincoln Heritage Database (Sources),Primary,2035,,Watching Brief Report,,,,,,,,,
1872,49bf72d7-429d-4268-b488-834673a26df6,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1873,49cab681-6599-45e8-8c8d-4e2485dd420d,"Hassall, T. G.",English,,1975.0,,,,,Excavations at Oxford 1973-74,,49cab681-6599-45e8-8c8d-4e2485dd420d,English,Lincoln Heritage Database (Sources),Primary,775,,Article,,,,,,,,,
1874,49cab681-6599-45e8-8c8d-4e2485dd420d,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1875,49d86bd8-458a-4829-b533-445ca2b45f56,"Jarvis, M.",English,City of Lincoln Archaeology Unit,1997.0,,,,,Sessions House.  Archaeological Evaluation,,49d86bd8-458a-4829-b533-445ca2b45f56,English,Lincoln Heritage Database (Sources),Primary,1321,,Evaluation Report,,,,,,,,,
1876,49d86bd8-458a-4829-b533-445ca2b45f56,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1877,49e113d7-15d3-4eac-a3f4-42554941f01b,"Sharpe, G. M.",English,,1984.0,,,,,Silver Street. Area C. Archive Report,,49e113d7-15d3-4eac-a3f4-42554941f01b,English,Lincoln Heritage Database (Sources),Primary,1033,,Interim Report,,,,,,,,,
1878,49e113d7-15d3-4eac-a3f4-42554941f01b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1879,49e434df-01bc-4605-a1ea-2e3bfa72a4a3,"Dobney, K., Milles, A., Irving, B. and Jacques, D.",English,Unpublished,1994.0,,,,,Animal bone report,,49e434df-01bc-4605-a1ea-2e3bfa72a4a3,English,Lincoln Heritage Database (Sources),Primary,587,,Report,,,,,,,,,
1880,49e434df-01bc-4605-a1ea-2e3bfa72a4a3,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1881,49ef345c-26d1-4471-8ff9-b18c6acc4e09,"Jones, M. J. and Bond, C. J.",English,Council for British Archaeology,1987.0,,,,,Urban defences,,49ef345c-26d1-4471-8ff9-b18c6acc4e09,English,Lincoln Heritage Database (Sources),Primary,261,,Monograph,,,,,,,,,
1882,49ef345c-26d1-4471-8ff9-b18c6acc4e09,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1883,49f314eb-794a-4c88-8e1a-1118c8f0478a,"Healey, H. & Beevers, R.",English,Society for Lincolnshire History and Archaeology,2012.0,,,,,Lincolnshire Past and Present 88,,49f314eb-794a-4c88-8e1a-1118c8f0478a,English,Lincoln Heritage Database (Sources),Primary,4245,,Journal,,,,,,,,,
1884,49f314eb-794a-4c88-8e1a-1118c8f0478a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1885,4a068a13-5195-4c9f-863b-70fa3edd356a,"Dobney, Keith",English,Unpublished,1994.0,,,,,The Animal Bone Assemblage from H83,,4a068a13-5195-4c9f-863b-70fa3edd356a,English,Lincoln Heritage Database (Sources),Primary,1015,,Report,,,,,,,,,
1886,4a068a13-5195-4c9f-863b-70fa3edd356a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1887,4a10a373-6ceb-4f80-8229-c0d464d07870,"Camidge, K.",English,,1978.0,,,,,Spring Hill/Michaelgate. Preliminary Archive Report,,4a10a373-6ceb-4f80-8229-c0d464d07870,English,Lincoln Heritage Database (Sources),Primary,1044,,Interim Report,,,,,,,,,
1888,4a10a373-6ceb-4f80-8229-c0d464d07870,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1889,4a1f6e85-d248-4b8d-b98a-bb25733e093a,"Squires, S.",English,Society for Lincolnshire History and Archaeology,1993.0,,,,,"Charles Wards brickworks, Cross O Cliff Hill, Lincoln",,4a1f6e85-d248-4b8d-b98a-bb25733e093a,English,Lincoln Heritage Database (Sources),Primary,2394,,Article,,,,,,,,,
1890,4a1f6e85-d248-4b8d-b98a-bb25733e093a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1891,4aa6cd5f-05cf-434e-801c-30104e00f5fc,"Schofield, J. & Palliser, D. with Harding, C.",English,Council for British Archaeology,1981.0,,,,,Recent Archaeological Research in English Towns,,4aa6cd5f-05cf-434e-801c-30104e00f5fc,English,Lincoln Heritage Database (Sources),Primary,4398,,Volume,,,,,,,,,
1892,4aa6cd5f-05cf-434e-801c-30104e00f5fc,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1893,4ab8d125-d06c-4f8f-8c1c-f40e53629438,,English,Associated Architectural Societies,1881.0,,,,,"Associated Architectural Societies, Reports and papers 16",,4ab8d125-d06c-4f8f-8c1c-f40e53629438,English,Lincoln Heritage Database (Sources),Primary,4371,,Journal,,,,,,,,,
1894,4ab8d125-d06c-4f8f-8c1c-f40e53629438,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1895,4acbe991-323b-45e6-ba5b-7157ff33a1ac,"Moorhouse, J.",English,Society for Lincolnshire History and Archaeology,1972.0,,,,,"Finds from Excavations in the Refectory at the Dominican Friary, Boston",,4acbe991-323b-45e6-ba5b-7157ff33a1ac,English,Lincoln Heritage Database (Sources),Primary,917,,Article,,,,,,,,,
1896,4acbe991-323b-45e6-ba5b-7157ff33a1ac,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1897,4ae605f1-8156-4609-b83b-599af6d1c853,"McDonnell, G.",English,Unpublished,1993.0,,,,,Report on the threads from Lincoln Cathedral burials,,4ae605f1-8156-4609-b83b-599af6d1c853,English,Lincoln Heritage Database (Sources),Primary,611,,Report,,,,,,,,,
1898,4ae605f1-8156-4609-b83b-599af6d1c853,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1899,4aeaeb76-150d-4dd6-821f-a8c51e458700,,English,,1936.0,,,,,Lincolnshire Notes and Queries 23,,4aeaeb76-150d-4dd6-821f-a8c51e458700,English,Lincoln Heritage Database (Sources),Primary,4394,,Journal,,,,,,,,,
1900,4aeaeb76-150d-4dd6-821f-a8c51e458700,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1901,4b151682-48c5-4afb-9a5c-34087ae713ae,"Burton, F.",English,,1839.0,,,,,(re old house),,4b151682-48c5-4afb-9a5c-34087ae713ae,English,Lincoln Heritage Database (Sources),Primary,2945,,Article,,,,,,,,,
1902,4b151682-48c5-4afb-9a5c-34087ae713ae,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1903,4b155262-4766-4197-a889-4475cb67abab,"Mills, D. and Edgar, M.",English,Local Population Studies Society,2000.0,,,,,Social History in Lincolns Victorian Residential Streets,,4b155262-4766-4197-a889-4475cb67abab,English,Lincoln Heritage Database (Sources),Primary,2059,,Article,,,,,,,,,
1904,4b155262-4766-4197-a889-4475cb67abab,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1905,4b190121-7d8a-400f-8bb6-faf6b6cf8c30,"Jarvis, M.",English,,1990.0,,,,,26-27 Steep Hill. Archive Report,,4b190121-7d8a-400f-8bb6-faf6b6cf8c30,English,Lincoln Heritage Database (Sources),Primary,1056,,Interim Report,,,,,,,,,
1906,4b190121-7d8a-400f-8bb6-faf6b6cf8c30,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1907,4b2d7ecd-6af6-45c4-8d84-5360ddc55dd4,"Johnston, J.",English,Wharncliffe Books,2001.0,,,,,Getting drunk in seventeenth century Lincoln,,4b2d7ecd-6af6-45c4-8d84-5360ddc55dd4,English,Lincoln Heritage Database (Sources),Primary,2312,,Article,,,,,,,,,
1908,4b2d7ecd-6af6-45c4-8d84-5360ddc55dd4,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1909,4b89446d-798c-4ef7-8b1e-f4e09bd8f5ed,"Gardner, R. D.",English,PCAS Archaeology,2003.0,,,,,"Greestone Centre, Lincoln: Archaeological Watching Brief Report. Report prepared for the University of Lincoln",,4b89446d-798c-4ef7-8b1e-f4e09bd8f5ed,English,Lincoln Heritage Database (Sources),Primary,1771,,Watching Brief Report,,,,,,,,,
1910,4b89446d-798c-4ef7-8b1e-f4e09bd8f5ed,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1911,4bb36e11-089e-46e5-8574-1c548757269f,"Jarvis, M.",English,City of Lincoln Archaeology Unit,2003.0,,,,,"3 Cottesford Place, James Street, Lincoln. Archaeological Watching Brief",,4bb36e11-089e-46e5-8574-1c548757269f,English,Lincoln Heritage Database (Sources),Primary,1747,,Watching Brief Report,,,,,,,,,
1912,4bb36e11-089e-46e5-8574-1c548757269f,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1913,4bc338b2-a6a0-46e7-a831-19991e3a785b,"Hill, J. W. F.",English,Archaeological Institute of Great Britain and Ireland,1946.0,,,,,Lincoln Castle,,4bc338b2-a6a0-46e7-a831-19991e3a785b,English,Lincoln Heritage Database (Sources),Primary,2237,,Article,,,,,,,,,
1914,4bc338b2-a6a0-46e7-a831-19991e3a785b,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1915,4bc9c4e9-558f-4585-8d27-c461ab910641,"Horner, N.",English,The Survey of Lincoln,2012.0,,,,,Brayford Pool Pleasure Boating: Past and Present,,4bc9c4e9-558f-4585-8d27-c461ab910641,English,Lincoln Heritage Database (Sources),Primary,2833,,Article,,,,,,,,,
1916,4bc9c4e9-558f-4585-8d27-c461ab910641,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1917,4bce53bb-42e2-4aa2-beb5-8d58c01e53d2,,English,Archaeological Institute of Great Britain and Ireland,1953.0,,,,,Archaeological Journal 108,,4bce53bb-42e2-4aa2-beb5-8d58c01e53d2,English,Lincoln Heritage Database (Sources),Primary,4184,,Journal,,,,,,,,,
1918,4bce53bb-42e2-4aa2-beb5-8d58c01e53d2,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1919,4beeaa5c-67d8-455c-bb77-93a58b433580,"Colyer, C.",English,,1972.0,,,,,Malandry Coin Hoard 1972. Archive Report,,4beeaa5c-67d8-455c-bb77-93a58b433580,English,Lincoln Heritage Database (Sources),Primary,1097,,Interim Report,,,,,,,,,
1920,4beeaa5c-67d8-455c-bb77-93a58b433580,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1921,4bf91845-3f64-4aae-8b16-e44daadf85a4,"King, D.",English,Unpublished,1994.0,,,,,Medieval glass report,,4bf91845-3f64-4aae-8b16-e44daadf85a4,English,Lincoln Heritage Database (Sources),Primary,608,,Report,,,,,,,,,
1922,4bf91845-3f64-4aae-8b16-e44daadf85a4,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1923,4bf9ca50-8b14-4fa0-b170-d3d0866b99cb,"Wragg, K.",English,Lincolnshire Archaeo-tech,2014.0,,,,,"Residential development at Cuthberts Yard, land between 21 & 23 Burton Road, Lincoln. Archaeological Scheme of Attendance and Recording",,4bf9ca50-8b14-4fa0-b170-d3d0866b99cb,English,Lincoln Heritage Database (Sources),Primary,2949,,Watching Brief Report,,,,,,,,,
1924,4bf9ca50-8b14-4fa0-b170-d3d0866b99cb,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1925,4c13f725-abf9-4368-8e25-c2cf32f41037,"Jarvis, M.",English,Mike Jarvis Archaeological Services,2008.0,,,,,"7 St Catherines, Lincoln. Archaeological Watching Brief",,4c13f725-abf9-4368-8e25-c2cf32f41037,English,Lincoln Heritage Database (Sources),Primary,2173,,Watching Brief Report,,,,,,,,,
1926,4c13f725-abf9-4368-8e25-c2cf32f41037,,English,,,,,,,,,,English,,,,,,,,,,,,,,
1927,4c160839-9d56-43c8-82c8-bc6bc33c89ec,"Wragg, Kevin",English,Society for Lincolnshire History and Archaeology,1998.0,,,,,Lincoln: Bishop Grosseteste College,,4c160839-9d56-43c8-82c8-bc6bc33c89ec,English,Lincoln Heritage Database (Sources),Primary,1638,,Article,,,,,,,,,
