ResourceID,Evidence,Asset Description Type,Heritage Asset Name,Statutory name,Map Reference Type,Dimension Value,Production Technique,Area Type,External Cross Reference Number,Monument Phase,Material Name,Resource ID,Date of Assessment,Designation or Protection Type,Designation or Protection To Date,Area Name,Road or Street Name,Number in Road or Street,Dimension Type,Rights Holder,Role,Geometry,Asset Type,Production Method,Dimension Measurement Unit,Spatial Metadata Description,Occupancy,End of TimeSpan,Locality,Inscription Content,Geometry Source,Postal Code,Description Language,Right Type,External Cross Reference Notes,Organization Name,Caption,Designation Description,Cultural Period,Date of Compilation,File,Designation Description Type,Condition Type,Location Description Type,From Date,Date Type,Asset Description,Image File,Spatial Accuracy Qualifier,Measurement Type,Town or City,Risk Level,External Cross Reference Source,Description Language,Rights Note,To Date,Location Description,Material Type,Grade,Designation Activity Name Type,Inscription Note,Compiler Name,Begin of TimeSpan,Image File,Language,Asset Name Type,Map Reference Name,Created By Actor(s),Designation Activity Name,Designation or Protection From Date
98b46cbc-5246-11ea-ae3c-066e122e3f0a,EXTANT STRUCTURE,Statutory,WASH HOUSE 2 METRES NORTH OF NUMBER 14 CASTLE VILLA (NUMBER 14 NOT INCLUDED),,,,,,1388507,e434c2b1-3ea3-41e4-ba00-5ecb2002d099,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54083802 53.23394795)),WASH HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1870,,"<p>Wash house. c1870. Built into the south end are two C13 shafts and a bracket, plus a C14 crocketed finial and other worked stones, now arranged to form a blind arch. These fragments are said to come from the Priory of St Catherine. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 517).</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
9a01e74a-fcb3-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,EDWARD KING HOUSE AND DIOCESAN OFFICES AND ATTACHED CHAPEL,,,,,,1388681,f296173b-5f58-4f33-b776-40ef462caf45,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53696433 53.23330715)),OFFICE,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1727,,"<p>Formerly known as: The remains of the Bishop&#39;s Palace MINSTER YARD. Diocesan retreat and conference centre, and diocesan offices. 1727, remodelled in Gothic Revival style 1866 by Ewan Christian. Chapel 1898, by Bodley &amp; Garner, in Decorated style, above the service rooms of the adjoining Bishop&#39;s Palace. Mid C20 addition to south. Dressed stone with ashlar dressings and gabled and mansard slate roofs. 4 gable, 3 ridge and 3 side wall stacks, one of them external. EXTERIOR: chamfered plinth, moulded cornice, first and second floor bands, coved eaves, crenellated parapet to south-east. 3 storeys plus attics, 7 bays. L-plan. Entrance front has to left a projecting porch with parapet and stepped gable, and moulded four-centred arched door with crest above. To its right, a gabled wing, 3 storeys, and to right again, a tower, 4 stages, with taller south-western octagonal turret and crenellated parapet. All have windows with mullions and transoms. South front has two sections, 4 bays, that to the left set back, each with a canted bay window with parapet. Left range has a central buttress, cross casements, and a mansard roof. Right range has a corner buttress, external stack and crenellated parapet. Both have 4 dormers. Chapel has a low-pitched leaded roof with crenellated parapet, coved eaves, and pointed arched windows with hoodmoulds. South side has a central vestry with parapet, side wall stack, and two 2-light windows. West end has an entrance corridor, 2 bays, with parapet and to right, an octagonal turret. Above, a C13 single lancet and a central C19 2-light window. East end has a C13 lancet with shafts, and above, a C19 3-light window. INTERIOR of main range has fielded panelled stairwell with early C18 cantilever dogleg stair, 3 flights, with decorated string and turned balusters. Oval panelled plaster ceiling. On the first floor, a restored panelled room with dentilled cornice, full-height Ionic fireplace surround, and pedimented doorcase altered to form a bookcase. Interior of chapel has 2 transverse double chamfered arches and painted ceiling. West end has a central blocked window flanked by a doorway to left and a canted porch to right. North side has 3 chamfered openings separated by buttresses with figures in niches. South side has a corresponding doorway to the vestry. Each side has to west a C13 pointed arched blocked opening with shafts. East end has C19 stained glass south and east windows and panelled reredos. North side has 2 ogee aumbries. Fittings include at the west end, a full width crested screen with inscription. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 485).</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,08/10/1953
9a01e74a-fcb3-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,,,,,,,,,6f2ce633-4595-43d2-9333-8437e2b4b355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a01e74a-fcb3-11e9-ae3c-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,CHAPEL,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1898,,,,,,,,,,,,,,,,,,,,,,,,,
9b1982ea-e503-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,Statutory,STONEBOW AND GUILDHALL,STONEBOW AND GUILDHALL,,,,,1388605,882a361b-40a4-4268-9c63-816708714af4,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54048896 53.22923311)),GUILDHALL,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1450,,"<p>Town gateway, guildhall and shops. Late C15 and early C16, altered C17 and mid C18, restored and remodelled 1885-90 by J L Pearson. Ashlar with lead roof behind parapet. EXTERIOR: moulded string courses and sill band, crenellated parapet. South front has a roll moulded segmental central arch flanked by single round buttresses with canopied niches containing figures. Above, a tablet with pilaster surround with the arms of James I, and above again, two 2-light mullioned windows. Over them, a stepped gable containing a clock. Beyond, on either side, 2 walkway arches, those to the right original, with hoodmoulds. Beyond again, 2 windows. Above, to left, four sashes, C19, and to right, 3 smaller sashes set in C15 openings with hoodmoulds. All these openings have basket arches. Above again, on either side, 2 cusped flat headed mullioned windows. North side has a plainer central arch, flanked by a single walkway arch to left and 2 to the right. Over the inner archways, small 2-light windows. Above, three 2-light pointed arched windows and parapet gable with clock. Under the walkway arches, late C19 shopfronts. INTERIOR: guildhall, on the first floor, has strutted kingpost roof with arch braces to the purlins in the outer bays. Tie beams have bosses. Mid C18 panelling with the arms of George II set below a segmental pediment on Corinthian columns. Scheduled Ancient Monument, County No.37. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 503).</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
9b1982ea-e503-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,,,,,,,,,797211b9-1531-4e8a-8da7-152138f56adc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b1982ea-e503-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,TOWN GATE,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1450,,,,,,,,,,,,,,,,,,,,,,,,,
9ce9b3c0-e525-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,Statutory,THE DEANERY AND PALEY FLATS AND ADJOINING OUTBUILDINGS AND STABLES,THE DEANERY AND PALEY FLATS AND ADJOINING OUTBUILDINGS AND STABLES,,,,,1388664,9254a58e-6408-4157-b4cb-c7cc71256bc6,,,,Listed Building,,,,,,,,"GEOMETRYCOLLECTION (POINT (-0.53764678 53.2339448), POINT (-0.53764678 53.2339448))",DEANERY,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1250,,"<p>Former Sub-Deanery, now deanery and flats, and adjoining outbuildings. C13, C14, with C15 additions. Sacked in 1644 and restored 1671-94 and 1704-32. Internal alterations c1813, by William Fowler. Additions 1872 and 1879. Ashlar, dressed stone and brick, with ashlar dressings and plain tile roofs, with 2 ridge, single gable and single side wall stacks. EXTERIOR: coped gables, coved eaves, crenellated parapet to south-east angle. 2 storeys plus attics, 6 bays. H-plan, the northern wing being prolonged to the west. North front has to left a canted bay window, 2 storeys, dated 1491, with a 2-light window below and a 5-light window above, all untraceried. To its right, two 2-light mullioned windows with hoodmoulds, C19, and above them, a similar 2-light and a single light window. To right again, a large gable with a wooden cross casement to ground floor and garret. Beyond, to the right, irregular fenestration, and a segmental pointed door with hoodmould, mostly C19. East front has a set back centre between gabled wings, containing a C19 gabled addition with round headed doorway with shafts, and a plain sash in a reveal with central shaft. Above, 2 similar sashes, that to right in a through-eaves dormer. Right wing has a 3-light mullioned window with hoodmould, C19, on each floor. Left gable has 2 wooden cross casements and above, a 2-light wood mullioned window. INTERIOR has an entrance vestibule with a round headed blind arcade to south, and two late C17 moulded stone doorcases with keystones, the outer one a replica. Central hall has at each end a late C17 cantilever dogleg oak stair with landing and turned balusters, linked by a late C18 gallery on Ionic piers. First floor drawing room has moulded cornice and wooden Classical fireplace, early C19. North range west wall has traces of C12 painted decoration. Outside, to east, single storey outbuildings with 2 sliding sashes, and a stable, C17, 2 storeys, L-plan, with pantile roofs. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 488-489; Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1987-: 77-84; Report and overall assessment of listable quality: Hewlings R: Secular properties..... in Lincoln Minster Close: London: 1987-).</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/2053
9cf50c66-4c13-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"7, BANK STREET",,,,,,1388463,10f27107-e5e3-456b-bf65-792a2acec003,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53853487 53.22942491)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1800,,"<p>House, now offices. Early C19. Brick with stone dressings and slate roof with 2 side wall stacks. Plinth, first floor band, second floor cornice, modillion eaves, coped gables. 3 storeys, 3 bays. Near-central stone doorcase with dentilled cornice and moulded 6-panel door. To left, a glazing bar sash and to right, 2 larger glazing bar sashes. Above, 3 glazing bar sashes and above again, a C20 casement and 2 glazing bar sashes. All the windows have moulded surrounds, those to the top floor with cornices. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,09/03/1973
9d126fa4-f1aa-11e9-ae3c-066e122e3f0a,EXTANT STRUCTURE,Statutory,TOWER AND SECTIONS OF CLOSE WALL BORDERING GROUNDS OF NUMBER 5 POTTERGATE,,,,,,1388831,2a40f1d1-d2f9-4db7-aa06-63cb360aea70,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5320854699999999 53.23446077)),TOWN WALL,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1285,,"<p>Tower and adjoining sections of the Close wall. 1285-1327. Coursed squared stone and ashlar, with a gabled tile coping to the west section. Multangular tower, approx. 5.5m high, with a crenellated parapet and a crosslet in each side. To south-east, a wall approx. 15m long, with a crenellated parapet and one crosslet. To west, a wall approx. 25m long with, to left, a board door under a stone lintel. Timber samples from the tower have an estimated felling date range from 1249 to 1284. Scheduled Ancient Monument, County No.114. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 484; Report and overall assessment of listable quality: Hewlings R: Secular properties..... in Lincoln Minster Close: London: 1987-; Nottingham University Tree-Ring Dating Laboratory: Initial Report: 02/03/90).</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
9d126fa4-f1aa-11e9-ae3c-066e122e3f0a,EXTANT STRUCTURE,,,,,,,,,7eadef83-ccd9-43e6-a201-85b098831333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d126fa4-f1aa-11e9-ae3c-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,TOWER,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1285,,,,,,,,,,,,,,,,,,,,,,,,,
9da1ab6a-e6ab-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,Statutory,CATHEDRAL CHURCH OF ST MARY AND CLOISTERS AND CHAPTER HOUSE AND LIBRARIES,CATHEDRAL CHURCH OF ST MARY AND CLOISTERS AND CHAPTER HOUSE AND LIBRARIES,,,,,1388680,06453762-2941-48d2-b65e-5b867b9ff868,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53627073 53.23431447)),LIBRARY,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1674,,"<p>Cathedral church with attached cloisters, chapter house and libraries. Established c1072-1092 by Bishop Remigius. Restored and extended following a fire, 1123-1148, for Bishop Alexander. Remodelled c1180-1200 by Richard the Mason and Geoffrey de Noiers for St Hugh of Avalon. Transepts extended and completed c1230-1235 by Michael &quot;magister operis&quot;. Crossing tower rebuilt c1240 by master mason Alexander, and heightened 1307-1311 by Richard of Stow. Angel Choir added 1256-1280, probably by Simon de Tresk. Cloisters c1290-1300. Chapter house C13. Song school early C13. Galilee porch, west of south transept, mid C13. Cantelupe Chantry 1355, Fleming chantry 1431 by John Porter, Russell chantry 1494, Langland chantry c1547 by William Kitchin. Old Library c1422. Honywood Library, north of cloister, 1674, by Sir Christopher Wren, with contemporary bookcases. Rooms under west towers c1730 by James Gibbs. Dean Wickham Library 1909-1914 by Hodgson Fowler. Major restorations by James Gibbs, 1725, James Essex, 1761, J C Buckler, mid C19, J L Pearson, 1870-1893, Sir Charles Nicholson and Sir Francis Fox, 1921. Spires removed from towers, 1807. Dressed stone and ashlar, with lead roofs. Romanesque, Early English, Perpendicular and Tudor Revival styles. Latin Cross plan. EXTERIOR: nave with aisles, major and minor transepts, morning chapel, Galilee porch, choir and angel choir, 4 chantries, cloister with library above, chapter house, former library, now cafe. West end, 5 bays, has blind arcade. Elaborate central gable and corner turrets topped with octagonal spires. 3 graduated Romanesque doorways flanked by niches. Over them, an outstanding C12 frieze of biblical scenes. Above, two towers, 2 stages, with octagonal corner turrets, Decorated bell stage openings and traceried parapets. Nave, 7 bays, has flying buttresses and an arcaded clerestory. Buttressed aisles have single lancet windows flanked by blind arches. North-west morning chapel and corresponding former Consistory Court, 4 bays, have each 4 single lancets.&nbsp;</p>

<p><br />
Major transepts, 3 bays, have to east, ranges of chapels and flying buttresses. North and south gables have outstanding traceried round windows, C13 and early C14. Cruciform Galilee porch, c1240, has a vaulted interior and ornate restored doorways. St Hugh&#39;s choir and aisles, 5 bays, has flying buttresses, single and double lancet windows, and an arcaded clerestory. Crossing tower, 3 stages, has octagonal corner turrets topped with spires, and a crocketed traceried balustrade. Arcaded lower stages, and bell stage with 2 openings on each side, below ornamented gables. Eastern minor transepts have spire-topped buttresses throughout. To south-west, song school, early C13, 2 bays. To north-east, a chapel remodelled in 1772 by James Essex. Angel choir, 1256-1280, 5 bays, has north and south aisles and flying buttresses throughout. Aisles have elaborately carved off-centre portals, remodelled late C14. Arcaded clerestory has 4-light windows on each side. East end has blind arcading, buttresses with spires, and a crocketed gable. East window has Geometrical tracery with 2 groups of 4 lights. Above it, a 5-light pointed arched window. North side has attached Fleming chantry, c1431, and south side has Russell chantry, c1494, and Longland chantry, c1547, all Perpendicular style with 3-light windows. Chapter house, mid C13, decagonal, has 8 freestanding flying buttresses, quatrefoil frieze and pyramidal roof. In each segment headed bay, a 2-light pointed arched window. Entrance passage, to west, has 2 flanking stair towers with saddleback gables. Cloister, 1296, 9 x 14 bays, has traceried unglazed arcades on 3 sides and an unusual wooden rib vault. To south-east, a vaulted arcaded vestibule. North side has a Tuscan arcade, 9 bays, and above it the Honywood library with 11 cross casement windows, the central one with cornice on brackets. To east, a single timber framed bay of the Old Library, c1422. To east again, Dean Wickham library, 2 storeys. INTERIOR has vaulted west porches with C14 blind arcading, and wall cladding and doorways c1730 by James Gibbs. Central opening to nave, C13, has a strainer arch with balustrade, 1761, by James Essex. Morning chapel has rib vault and a central pier. Former Consistory Court has a similar unsupported vault. Both have arcaded screen walls. Nave, 7 bays, has arcades of clustered piers of varying design, with stiff-leaf capitals. Gallery has 2 multi-shafted triple arches per bay. Clerestory has multiple shafts. Moulded arches throughout. Tierceron vault, c1233.<br />
<br />
Aisles have blind arcades with detached shafts and rib vaults. Main crossing piers have Purbeck shafts and stiff-leaf capitals. Lierne vault, late C14. Major transepts have eastern arcades, 3 bays, with stone or wood screens, some of them reproductions. East walls have syncopated blind arcading attributed to Geoffrey de Noiers. Each aisle has to east 3 vaulted chapels. Both transepts have multiple shafted galleries and clerestories, and rib vaults. South gable has a round window with a double tiered filigree surround. St Hugh&#39;s choir, 4 bays, has rectangular piers with clustered shafts and crocket capitals, and multiple shafted openings throughout. Unique asymmetrical rib vault. Aisle outer walls have syncopated blind arcading and rib vaults. Western screen has crest and central doorway with a crocketed ogee gable, flanked on either side by 4 gabled vaulted niches. Beyond, single multiple shafted doorways. Eastern minor transepts have syncopated blind arcading and vaulted east chapels with simpler blind arcading. Angel choir, 5 bays, 1255-1280, has north and south aisles. Clustered piers, alternately of limestone and Purbeck marble. Gallery has 2 double traceried arches in each bay, with noteworthy sculptured angels in the spandrels. Clerestory windows have an unglazed inner screen mirroring the window tracery. Rib vault with noteworthy foliate and figure bosses to choir and aisles. Chapter house has blind arcading and a central round pier with ringed shafts, and a lierne vault with moulded ribs and bosses. Entrance passage has blind arcading and rib vault, with moulded west doorway flanked by single recesses. FITTINGS include a rare Tournai marble font, C12, with 4 shafts to a square bowl with a relief of beasts. Easter sepulchre, 6 bays, c1290. St Hugh&#39;s choir, has wooden stalls, 3 tiers, 1365, restored late C19. Traceried panelled fronts, misericords and elbow rests to the 2 upper tiers, spired canopies above. Brass eagle lectern 1667, by W Burroughs. Large wooden pulpit 1708, from St Mary&#39;s Church, Rotterdam, with curved stair and sounding board. Gothick mahogany pulpit, c1760. Canopied pulpit, 1863, by Sir G Scott. STAINED GLASS: both angel choir aisles have C13 stained glass, possibly resited from the nave aisles. North transept rose window has C13 coloured and grisaille glass. Below, a C14 stained glass window. South transept rose window has stained glass fragments, C12, C13 and C14. C13 medallions in the windows below. North-east transept has a gable window, 1762, by W Peckitt.</p>

<p>Nave south aisle and west end have stained glass 1861, by the Revs. Sutton, 1854, by Hedgeland, and 1860 by Clayton &amp; Bell. North aisle has mid C19 glass by Ward &amp; Hughes. South-east transept has stained glass, mid C19, by the Suttons and by Hedgeland. MEMORIALS include an inscribed Tournai marble slab c1140, to Remigius, and part of the shrine of St Hugh, early C14, with canopied niches. Chest tombs c1340 with figure carving and single effigy, to Robert Burghersh and Bishop Burghersh. Canopied chest tomb with effigy, 1355, to Lord Burghersh. Cantelupe chantry has a chest tomb with effigies, under an ogee arched canopy, to Lord Cantelupe, 1355, and Prior Wymbysh, 1461. Katharine Swynford&#39;s chantry has tomb chests 1410 and 1440, under a lozenge-panelled four centred arched canopy. Early cadaver tomb with vaulted canopy, 1425, to Bishop Fleming. Perpendicular style chest tomb with crested back wall, 1538, to Sir George Tailboys. Pedimented tablet, 1681, to Dean Honywood, and tablet with bust, 1699, to Dean Fuller. Chest tomb and effigy, 1857, to Bishop Kaye by R Westmacott. Canopied chest tomb with effigy, 1885, to Bishop Wordsworth by Bodley &amp; Garner. Seated bronze figure, 1913, to Bishop King, by W B Richmond. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 444-482; Bony J: The English Decorated style; Harvey J: English Cathedrals; Duke DH: Lincoln Cathedral Guide: Lincoln: 1982-; Binnall, Rev. PG: C19 stained glass in Lincoln Minster).</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,
9da1ab6a-e6ab-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,,,,,,,,,1d1f7415-a3bf-462f-aea8-2e6e6be7fec4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9da1ab6a-e6ab-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,,,,,,,,,66a5e692-44f8-41d1-810e-c0a318e06d6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9da1ab6a-e6ab-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,,,,,,,,,f7a8cb61-3144-484c-b4ff-e4ab9c3f19ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9da1ab6a-e6ab-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,,,,,,,,,6dab2201-e32a-46a9-b381-111319194d2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9da1ab6a-e6ab-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,LIBRARY,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1422,,,,,,,,,,,,,,,,,,,,,,,,,
9da1ab6a-e6ab-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,CHAPTER HOUSE,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,
9da1ab6a-e6ab-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,CLOISTER,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1290,,,,,,,,,,,,,,,,,,,,,,,,,
9da1ab6a-e6ab-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,CATHEDRAL,,,,,,,,,,,,,,,,EARLY MEDIEVAL,,,,,,1072,,,,,,,,,,,,,,,,,,,,,,,,,
a0f45f92-48ee-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"80 AND 81, BAILGATE",,,,,,1388457,2151ee02-357a-4641-a77c-b5d2d5907f76,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53840747 53.23536550000001)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1800,,"<p>House, now a house and 2 shops. Early C19, with late C19 shopfront. Brick with slate roof and central party wall stack. Overhanging moulded wooden eaves. 2 storeys, 2 bays. Pilastered wooden shopfront has a splayed central doorway with half-glazed door and 2 windows, corniced fascia and sunblind. Above, 2 glazing bar sashes with splayed painted stone lintels. INTERIOR refitted C19 and late C20.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
a25b9e48-e392-11e9-ae3b-066e122e3f0a,EXTANT STRUCTURE,Statutory,BASE OF ROMAN WALL TURRET,BASE OF ROMAN WALL TURRET,,,,,1388512,8c9daf30-7ac8-41f7-a92e-499b84606c2e,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53716362 53.23713019)),TOWN DEFENCES,,,,,,,,,,English,,,,,,ROMAN,,,,,,100,,"<p>Base of Roman wall turret. C2. Consolidated mid C20. Square dressed stone facing to rubble core. Rectangular, approx. 5m x 3m, and approx. 1m high. This building is one of a number of turrets added to the defensive wall of the Colonia during alterations in the C2. Scheduled Ancient Monument, County No.17. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 516-517).</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,02/10/1969
a2bca628-5324-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,CASTLE MOAT HOUSE,,,,,,1388509,887e340d-f999-49de-89e0-1531c0362748,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54203463 53.23400754)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1800,,"<p>House. Early C19, with mid C19 additions. Brick and coursed rubble with hipped slate roof, single side wall and rear wall stacks. Deep wooden eaves. 2 storeys, 3 bays. Square plan. Symmetrical front has a slightly recessed centre with a canted cast-iron lattice porch carrying a balcony railing. Beneath it, stone steps, and a doorcase with cornice and pilasters, and a part glazed 6-panel door. On either side, a canted bay window, mid C19, with parapet and plain sashes. Above, a central French window with a cornice, flanked by single glazing bar sashes. INTERIOR has a square hallway with cornice and lion masks, containing a notable branching wooden stair with turned balusters, leading to landings on 3 sides of the hallway. Principal rooms have reeded or foliate cornices, reeded doorcase with keystones, and 6-panel doors.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,08/07/1973
a483cef4-5974-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,ST PETER'S LODGE,,,,,,1388526,cb7fe536-537a-457d-bd79-ae8439ee296b,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53374621 53.23540714)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1800,,"<p>Formerly known as: Cambridge House EASTGATE. House. c1800, with late C19 alterations. Brick with rendered and coursed rubble plinths and plain tile roof with a gable stack. Single brick coped gable, wooden gutter on modillion brackets. 2 storeys, 2 bays. L-plan. To right, a late C19 moulded panelled door with fanlight, in a plain doorcase. To left, 3 segment headed glazing bar sashes, the central one replacing a door. Above, 2 similar sashes. East gable has a renewed sash and a 3-light barred sliding sash. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,20/12/1999
